author,stars,comment
"a*****0",5,"Beauty Profile:skin Benefits:oil control Packaging:cantik  Sangaz sangat bagus..produk berkualitu..harga sangat murah..hasil yang cantik...seller sangat bagus..beli tak menyesal..murah dari tmpt lain..lain kali beli lagi..terima kasih seller n produk terbaik..."
"s*****o",5,"Beauty Profile:. Beauty Effect:. User Tips:.  Received in good condition and fast delivery 👍  Can't wait to try 👏"
"lisayusazimi",5,"Packaging:Bagus envelope ada bubble inside Usage Experience:Second time guna bagus full coverage tutup segala jeragat Beauty Effect:Nampak glowy tutup cela di muka ku"
"m*****s",5,"This velvet matte foundation cushion impresses with its unique, eye-catching packaging. The formula blends seamlessly, delivering a natural, skin-like finish that feels weightless. It smooths texture, evens tone and stays comfortable all day. Perfect for achieving that “your skin but better” look with an elegant matte touch and effortless application."
"k*****s",5,"Texture:ok Coverage:ok  Pengahantaran dangat cepat.. terbaik… quality yg baik.. beli untuk isteri..semoga ber manafaat.. harga murah berbanding kedai luar.. akan repeat beli kt sini…"
"i*****i",5,"Usage Experience:not bad Beauty Profile:mix tone Packaging:the packaging is special witb denim design  The original puff is not my favourite, but the puff that the seller gave as free gift blends the makeup very well. It has a Matt finish that’s stays thru out the day."
"duchessbycpgstore",5,"User Tips:sng dap2 saja xbercapuk tahan lama 🥰🥰 Beauty Effect:matte  Fast delivery Comei sangat versi keychain ni Sesuai dengan kulit  Thank you selller & shopee"
"n*****2",5,"Coverage:full coverage Texture:perfect for my oily skin. I love it actually this is my first time trying this"
"a*****l",5,"Packaging:strong and chic Beauty Profile:fair skin and oily Beauty Effect:Matte finish with a hint of glow  Really helps to cover redness and hyperpigmentation. Suitable for oily skin who craves for matte finish. Overall this is affordable and worth the money."
"s*****i",5,"Cushion Skintific ringan di kulit dan senang blend. Coverage cantik, nampak natural serta tahan lama. Tak cakey dan sesuai untuk daily makeup. Sangat puas hati."
"hooiling_841207",5,"Benefits:very good User Tips:taps even on face n whole face js need 2 taps only  Been repeat few times order  This products very good  Thank you seller"
"fadzi72",5,"Packaging:terlalu cantik wrap nya Benefits:sangat sangat best Beauty Profile:kulit sawa matang  mudah bwk kemana mana .. fully cover"
"d*****_",5,"Beauty Effect:matte, full coverage Packaging:mantap Usage Experience:senang apply pd muka  Sejak 1st time guna skintific cushion ni, mmg terus jatuh cinta. Senang apply, full coverage. Sesuai utk kulit sy yg sensitif. Penghantaran pun laju. Beli masa sale 7.7 then 11.7 sampai. Utk buyer dr Sabah, laju la tu. Biasanya ambil masa seminggu atau lebih."
"a*****0",5,"Coverage:good Texture:smooth nice  Parcel dah sampai fast delivry brg ok xade yang pecah firtme pakai lama dh nak akhirnya dapat beli tq😬"
"khalijah.o",5,"Packaging:packaging kemas cantik  baru first time cuba,mmg best recommended,wrna sma dgn kulit,xterlalu cerah,"
"irredfie",5,"Diterima dlm keadaan baik…dpt harga berbaloi murah sale 12.12 kali nie…penghantaran pun cepat…penghantar pun bagus mmg terbaik…tq seller"
"n*****m",5,"Coverage:cantik Texture:light  Barang sampai dalam keadaan baik..dh byk Kali beli..👍"
"f*****i",5,"Beauty Effect:Matte finish. lurve User Tips:Using foundation brush to blend. For me easier la Packaging:Everythg good  Previously I bought code Beige but too dark for my skin. Now code Petal suit nicely! Suit my combi skin type."
"amani999",5,"Beauty Effect:Full coverage Benefits:smooth on skin Usage Experience:Long lasting  Super fast delivery. The product received in good condition and Secured packaging. Great deals and highly recommended seller!"
"c*****n",5,"Packaging:Handy size Beauty Effect:High coverage, effective covers pimples scars Usage Experience:Easy to apply, good oil control  Good value for money. Very fast delivery."
"a*****r",5,"Beauty Effect:full coverage can cover any flaws.  I like the product so much. This is my second time purchasing the product with cheaper price. Thank you seller"
"ivinlim88",5,"Repeated order many times with this seller Good packing and fast delivery"
"h*****9",5,"Packaging yang sangat sangat kemas  Terima barang dalam keadaan yang sangat sangat baik  Kali kedua beli Belum sempat pakai lagi Terpengaruh dengan review kakak Katanya sangat sangat okey cantik finishing  Disebabkan dapat harga terjun gaung  Terus add to cart dan payment  Terima kasih seller kerana menawarkan harga yang mampu milik Ada rezeki boleh beli lagi"
"masaidiambri",5,"Benefits:oil control Beauty Effect:coverage Packaging:nice  Cantik sgt snang pakai klo nk cpt siap pkai cantik nie ja xpayah pkai bedak dh cntik..tahan lama utk kulit berminyak mmg elok sbb dia jenis mate mmg suka laa kod dia pon sesuai dgn warna kulit skjap ja dh siap klo pkai jenis nie..super cntik nti akn beli lg dpt harga time sale mmg murah..berbaloi penghantaran pun sampai dh selesa dan sedap d pakai beli utk ank dia kata selesa harga pon murah cantik bila pakai tudung terletak elok ja..blh pakai p skolah kain dia jenis xpnas dan xskit telinga..lain kli nk beli warna lain pulak..penghantaran laju oder 2 hri dh smpai beli time sale mmg murah dan berbaloi..terbaik.. laju terbaik..."
"d*****2",5,"Fast delivery… good packaging and the price is value for money… thanks seller will order again next time"
"w*****_",5,"Texture:G ood Coverage:go o d co vera ge  fast delivery and good package"
"d*****k",5,"Beauty Effect:matte User Tips:Tap! tap! tap! siap! Usage Experience:full cover & easy to blend  Ni pun dah banyak kali repeat order...suka dia punya texture, mudah nak blend, ringan & x melekit...rasa halus jer muka bila pakai...thanks skintific! Very recommended 😍"
"pastafrenzy",5,"Packaging:Very neat! User Tips:Just one dab can cover the whole face! Usage Experience:I tried my sister’s and somehow I truly like the texture!  The delivery is super quick! Yesterday ordered, today the goods arrived safely!! Totally love it!"
"b*****0",5,"Packaging:Good packaging Beauty Profile:all skin tasian types Beauty Effect:absorb well and not oily  I've been using this Skintific Perfect Stay matte cushion foundation for months and the product is good and its suitable to my skin. The price is affordable, too. Recommended to asian women"
"e*****6",5,"Packaging:good Benefits:good Beauty Profile:good  Repeat order. Good packaging. Dapat harga sangat2 murah! Thanks seller & shoppe!"
"bariahamzah",5,"Beli 2 percuma headband. Kecik rupanya saiz dia .korang banndingkan dgn belah kanan tu ye. Kat tangan tu warna 02  Ivory.Ada halal Indonesia. Harga berpatutan dan laju sampai barang.Terbaik"
"a*****h",5,"Good product good packaging good seller good shop fast delivery"
"maszaitul",5,"Packaging:Design sangat cantik dan rare Usage Experience:Texture ringan, tak berminyak bila pakai muka namlak flawless, boleh tahan sampai ke petang"
"m*****a",5,"Good price,  fast delivery, high quality product.suits me well."
"weijielim1",5,"Texture:Good Coverage:Ok  Parcel received in good condition and correct with my order. Thank you boss"
"a*****h",5,"Barang sampai dlm keadaan baik, parcel tiada sebarang kerosakan, harga mampu milik serta penghantaran cepat"
"suzeiarshad",5,"User Tips:just dab onto your face evenly Beauty Effect:it will look radiant and cover the open pores Packaging:nice packaging  The delivery is quite fast and i’ve gotten the good price compared to the market out there"
"janicehua",5,"Terima kasih barang cepat sampai....dengan bukus dengan keadaan yang baik...ini skintific saya kali kedua beli...sagat sesuai untuk skin saya...saya penah beli g product bukan sagat bagus.sebab itu beli skintific lagi"
"haslindajamil",5,"Beauty Profile:good User Tips:baca bismillah & selawat sebelum apply Packaging:ok  Barang diterima baik tiada kerosakan. Penghantaran laju ke Sabah, 5-6 hari. Checkout masa Live & voucher tarikh keramat. Tunggu sale Merdeka & 9.9 pula"
"edah05031982",5,"Benefits:oil control and good soft Packaging:packaging beutiful and good Usage Experience:Alhamdulillah barang dah sampai thanks SKINTIFIC and delivery saya sukabdan saya dah banyak kali repet oder harga berpatutan."
"k*****i",5,"User Tips:set with setting/loose powder for oily skin Usage Experience:easy to blend, span soft Packaging:denim soft, easy to carry  alhamdulilah, barang selamat sampai. packaging elok tiada masala. selalu pakai 03A tapi kalini try 03 pula, harap kena dengan skintone. pecah minyak lawoo untuk oily. thankyou"
"a*****s",5,"Beauty Effect:Mate finishing Packaging:nice packaging Beauty Profile:conbination skin  Highly Recomended for oily and combination skin. Less Oxsidice Good for daily  Excellent for outdoor event  Sweatproof Will repeat again  Skintific the best👍🏻👍🏻👍🏻👍🏻👍🏻"
"2*****d",5,"Usage Experience:cantik sangat finishing dia. Beauty Effect:matte Beauty Profile:normal to oily skin  barang sampai dalam keadaan baik. full coverage."
"d*****z",5,"Beauty Effect:matte Benefits:full coverage but a bit oxidise User Tips:apply just thin layer, makesure apply moisturiser first  Fast delivery from seller. Item diterima dengan keadaan baik. Terima kasih"
"n*****m",5,"Benefits:tahan lama Beauty Profile:kulit berminyak Usage Experience:mudah serap  Sesuai untuk kulit wanita Asia. Saiz kecil yang mudah dibawa ke mana-mana."
"a*****7",5,"Beauty Profile:30series Usage Experience:blend well Beauty Effect:great coverage  All items received well packed & fast delivery. Thank you for the gifts! Unfortunately i bought a bit darker than my skin. I'll use as shading then & will bought new one with lighter tone"
"n*****1",5,"Packaging:good Usage Experience:baru nak cuba  Disebabkan viral ramai kata sesuai untuk kulit berminyak so sy baru nak cuba code ivory harap nya sesuai terima kasih seller ."
"k*****h",5,"Benefits:matte  Dpt harga murah. Ingat muka code ivory tp 0 lebih kurang je muka. Texture matte betul and sng nk blend. Delivery tak laju sgt"
"wendyngo1006",5,"Usage Experience:easy to spread, good coverage and long lasting Packaging:great Beauty Effect:easy to spread, good coverage and long lasting  I have been Repeating this product for many times. Really recommended."
"myza_nash89",5,"Benefits:waterproof User Tips:tutup cala wajah Beauty Effect:matte  Cantik case utk foundation ini kain jeans 1st time beli amaze kejap"
"l*****7",5,"Packaging:good Beauty Profile:good Beauty Effect:good  Puas hati..xbercapuk, tahan lama..kulit jns bminyak,mmg kena pakai jns ni..byk kali repeat dh..terbaik 👍🏼"
"a*****r",5,"Beauty Effect:matte finish, pigmented Beauty Profile:medium tan, combination skin Packaging:cantik gila  best pakai yg biru ni compared yg gold tu sbb gold tu crack kalau dkt skin saya tpi blue mmg the best"
"050403vhope",5,"Coverage:90% coverage, very matte Texture:Buildable  Its very good for oily skin, it has matte finish. It gonna leave a very good coverage."
"elinznl",5,"Beauty Profile:sadly, this is not my shade. this is so warm oh my gosh Beauty Effect:but nice finishing its just a bit dry it clings on my dry patches Packaging:packaging is fantastic lmao plus its denim!"
"r*****g",5,"Memang selalu repeat order dgn seller ni. Pengantaran sangat cepat. Tq seller. Barang sampai dengan baik. Best giler pakai ni"
"s*****i",5,"Order 7/7 smpai 10/7 berapa hari saja dh smpai, barang original dan best bila pakai harga pun murah"
"f*****a",5,"Barang semua selamat sampai.semua ok.penghantaran pun agak cepat ya.harga baloi beli.thank you boss😀"
"a*****h",5,"Penghantaran cepat... Dibungkus dgn baik... Beli byk2 time murah... Stok setahun 😁"
"z*****e",5,"Good price, fast delivery, in good condition and complete set, i am satisfied"
"y*****9",5,"User Tips:ez to apply Beauty Effect:looking natural, best buy during live  5/10 Placed order  6/10 Shipped out by seller  17/10 Received order"
"f*****7",5,"Penghantaran ke sabah okey. Pembungkusan pun baik dan diterima tanpa sebarang kerosakkan."
"Unknown",5,"Benefits:mmg trbaik dri dlu lgi mmg pkai ni , btul” matte pling pnting long lasting tidk tlmpau berat d muka ni , dri pagi smpai petng bgitu pun msi lgi tahann 😍😍😍 Packaging:mntapp  beli la !! this one mmg bestt LURVEEE yaaa 🫰🏻🫰🏻"
"a*****h",5,"beli time harga murah . buat spare . senang kalau habis boleh guna terus . memang terbaik 👍🏻"
"n*****a",5,"Beauty Profile:51yo.. Usage Experience:best texture,smooth skin Benefits:good oil control and makes me look younger  Dh lama guna cushion skintific ni..best sangat.beli kali ni buat stock sbb harga terlajak murah.terbaik la shopee👍"
"t*****9",5,"Beauty Effect:ma t te, really love the texture Beauty Profile:skin tone are blending well ya"
"e*****a",5,"Texture:blend well with my oily, textured skin Coverage:high coverage and last for a whole day  in love with this blue matte skintific because it's really suitable with my skin (oily and acne prone) high coverage no need to use corrector to cover obvious red spots and dark spots.. really covering them excellently."
"a*****o",5,"Beauty Effect:mate and coverage dia mantap Beauty Profile:oily skin Usage Experience:senang blend  i love so much this cushion foundation, i like mate finishing sebab my skin is oily. And boleh tutup segala celaa hehe🥰"
"nadhwardah",5,"Packaging:sangat kemas, tip top ❤️ Beauty Profile:sangat perfect untuk kulit Beauty Effect:skin lock natural"
"s*****n",5,"Texture:feels lightweight on my hand, havent tried on my face yet Coverage:Full coverage depending on how much you use"
"s*****h",5,"Cushion elok terbaik. Banyak Kali dah repeat beli. Harga murah berbaloi beli masa live"
"e*****n",5,"Benefits:waterproof Packaging:nice design Usage Experience:Try this for the 1st time and it does the job well, easy to apply. Perfect shade for me!"
"s*****a",5,"Beauty Effect:matte and full coverage Beauty Profile:all skin type Benefits:waterproof  Received in good condition. Nice offer. Happy to grab the new version. Fast delivery. Thank you"
"m*****2",5,"Benefits:oil control Beauty Effect:matte Usage Experience:mudah blending  Cushion skintific ni best sebab senang nk blend. Matte ni baru nk try, sblm ni pkai yg lama pun dh best. Trm kasih saller dapat harga murah."
"a*****a",5,"User Tips:tak bercapuk Beauty Profile:combination skin Beauty Effect:matte.. tahan lama  barang smpai dalam keadaan baik.. penghantaran sangat cpt.. da guna banyak kali mmg serasi dengan muka.. hehe"
"sabreena.s",5,"Beauty Effect:nice finishing. Repeat order  Good material. Good service. Fast delivery. Thank you seller. For those who interested w Frozen Marinated Lamb Shoulder, Marinated Beef Tenderloin, Marinated Chicken Chop, Marinated Korean Chicken Wing and Lamb Sausage please visit IG/FB MaluraFoods"
"f*****k",5,"Beauty Effect:macth skin tone with matte effect Packaging:Perfect packaging User Tips:Depent on user  Wonderful, responsive and fast delivery"
"rin.sabreena",5,"Packaging:super wonderful packaging Beauty Effect:matte, Full coverage Benefits:long lasting suitable for oily skin  Best product must be repeat yeahhh its my second times repeat this cushion its super great ever and also my being my fav cushion 💙"
"s*****1",5,"Benefits:Long lasting and oil control Packaging:Good packaging Usage Experience:Matter BB cushion  Ordered on 2.10 and received on 3.10. Fast shipping from seller. My first time purchasing this cushion. I chose 03 Petal and it suits me well. My skin tone is between light and medium."
"y*****a",5,"Benefits:Good Packaging:Good  😍😍 AWESOME 😍😍 good product quality, good value for money, fast delivery and excellent service by seller 😁👍🏻 i love it! ❤ thank you so much seller 🥰🥰"
"n*****n",5,"Beauty Profile:skin tone Packaging:good  Memang guna ni, sudah beli beberapa kali. Penghantaran cepat.tq seller."
"suzukihikaru97",5,"Benefits:waterproof, anti badai, good for oily skin too Usage Experience:senang apply  puas hati sbb kene dgn skin tone saya. first time nk try pakai cushion foundation. beli pon sbb kawan recommend. yg penting, packaging lawa."
"b*****s",5,"Benefits:waterproof Usage Experience:ok User Tips:ok  Thanks seller . Cepat smpi Barang baik  Dah byk kali repeat"
"s*****5",5,"Beauty Profile:39, skin combination, Usage Experience:use this product more than 1 year  Love the product. Suitable to my skin"
"aidajalie",5,"selamat sampai.. comel jak size'y sesuai dbwa bjalan & travel"
"ichaasry",5,"Parcel sampai dalam keadaan baik. Packaging cantik, nampak premium. Cushion ringan, senang blend dan bagi finish matte yang smooth. Memang puas hati!"
"z*****o",5,"Beauty Effect:Matte dan sangat pigmented ya User Tips:Kalau nak nampak natural jangan guna tebal sangat. Packaging:Cantik dan bagus  Best sangat guna cushion ni. Boleh la tutup geragat."
"s*****g",5,"Packaging:ok Beauty Effect:matte Beauty Profile:licin terus kulit muka  Ok. Saya suka. Kulit terus jadi cantik. Saya sapu tipis saja. Tapi kesan nya sangat menakjubkan. Cuma saya salah pilih warna. Kulit saya agak gelap. Lepas ni saya ambil yang gelap sikit. Supaya tak nampak macam pakai bedak."
"puti.atiqah.ali",5,"Benefits:oil control effect Packaging:good Usage Experience:texture soo good  Barang sampai dalam keadaan baik, repeat and repeat again macam biasa the best for my skin murah berbaloi thanks seller🥰"
"lyanayusoff",5,"Beauty Effect:good Benefits:good User Tips:2nd time purchased barang memang ok dari brand lain. Sblm nie ade pakai brand lain tapi x ok.. so ok nie paling sesuai utk kulit saya."
"janicehua",5,"Beauty Effect:nature Beauty Profile:age  barang cepat sampaii semua okeyy ,saya sagat suka...terima kasih sagat cepat harta bagi saya ......"
"z*****s",5,"Packaging:bagus Beauty Profile:sesuai utk kulit saya  Dah berpuluh kali repeat.. terbaik"
"a*****a",5,"Beauty Profile:natural beige User Tips:effortlessly blend Usage Experience:longlasting  Satisfied and accepted. Item received in good packing and good condition. Skintific perfect stay velvet matte cushion foundation helps to brighten my skin. Effectively to smooth and balance my skin texture as well. Radiant and blend effortlessly with my natural beige tone color. Stay longlasting. Thank you so much seller."
"j*****9",5,"Usage Experience:good Packaging:good Beauty Effect:good  Always is my first choice to buy it at Shopee ! Happy purchase with it! Thanks seller and host to intro to me ! Highly recommended for whom want to buy it , thanks so much !"
"dierashaharudin",5,"Packaging:nice design Benefits:long lasting  Received my item in good condition. Well packed by seller and fast delivery by courier. Recommended 😁👍"
"q*****n",5,"Beauty Effect:nice as usual Usage Experience:very light  Will be sent with a smaller box in a parcel, in the photo shown I already throw the box."
"a*****e",5,"My second time buying the matte cushion, still good and long lasting. I always debate between the ivory or petal shade. I feel like ivory is too light for my skin and petal might be too warm. Ivory is still pretty tho"
"map5278",5,"Packaging:Well wrapped User Tips:To apply after applying moisturizer Beauty Effect:Suitable for my skin colour..good quality product..well recommended.."
"i*****a",5,"Beauty Effect:matte Usage Experience:easy absorb, long lasting, little oxidise Packaging:shiny blue  Nice finishing, little oxidisation, fast delivery, nice coverage."
"scorpionjiajia",5,"Nice wrapping fast shipping received with good condition nice products"
"j*****o",5,"Buy the products during 1111 live, fast delivery from the seller and received in good condition."
"hasnieza88",5,"Barang dah selamat sampai... Cepat sampai... Item yg betul.. Terima kasih seller... Terbaik products skintifix nie.. Hampir 9 bulan dah pakai"
"shaviviana08",5,"Benefits:lasting power and waterproof User Tips:use primer before apply the foundation Beauty Effect:matte and pigmented  Good product. Tried the jeans packaging and tend to love it. So i bought the refill incas it finishes before time. Matte and glowing effect. It doesnt make your makeup cakey. I locked it with loose powder."
"_*****y",5,"Packaging:good Usage Experience:first time use Beauty Effect:not try  overall ok. delivery also faster.. buy time live so cheap get only rm38 include shipping tqsm for voucher💖"
"i*****y",5,"User Tips:after sunscreen let it dry then use the cushion Benefits:cover blemishes, dark spots, even out skin Usage Experience:love the texture, full coverage, easy to blend  Being using this for almost a year. Tried other brand but this is the most suitable for my skin. Love 💖 it!!"
"s*****y",5,"I like the finisjing it's matte compared to gold one. Gold one finished glowing quite sticky but this blue is good. Even the cushion Sand color looks darker but it's blend well with my skin tone."
"Unknown",5,"Packaging:packaging okay cantik Beauty Profile:oily skin User Tips:better beli kalau jenis yng kulit oily sebb cushion ni jenis matte  taktahu lagi sebb tak cuba tpi tgok review semua ckp okayy"
"w*****2",5,"Received in good condition, haven’t tried yet, okay kot, packaging tip top"
"f*****1",5,"Packaging:Packaging best. Volume ok la dengan harga Benefits:Finishing matte. Best pada skin saya jenis combination. Tak nampak berkilat dan tak melekit User Tips:Takde tips  Biasanya beli code 02. Ni nak try 01 pulak."
"f*****s",5,"Usage Experience:3x times beli Beauty Effect:Full coverage Packaging:nice packaging  Oily type skin & sensitive.  Okay pakai tapi hari2 duduk aircond, kulit kering."
"lilianohgaikpoh",5,"Beauty Profile:Yet to try User Tips:Yet to try Packaging:Good packing  Will review again if the product is good n shall repeat purchase ya. At the meantime, thanks for the fast delivery and arrangements."
"a*****m",5,"Benefits:Waterproof, long lasting, oil control User Tips:Guna dalam keadaan minimum Packaging:Baik  Memang love dengan skintific ni. Bila pakai memang oil control, tahan lama tak mudah bercapuk, kena air hujan pun boleh tahan & kalau menangis pun cushion stay tak terikut sekali air mata.. Thank you seller terima barang dalam keadaan baik & packaging pun selamat"
"nce3yxnato",5,"Alhamdulilah,...brg dh Selamat sampai..tq,..shoope...nie first time beli,..sblm nie sy pakai jenama lain..beli masa live dpt harga murah..kalu sesuai dgn kulit muka sya..lps nie boleh repeat lagi.."
"m*****a",5,"Usage Experience:senang utk diblend, ringan Benefits:oil control effect, matte, lasting  Penghantaran yg pantas dari seller. Pembungkusan yg sangat baik bubble wrap. Brg diterima dlm keadaan yg baik. 1st time try cushion velvet skintific👍 sgt puas hati, code warna rasanya ok kot, tkut beli yg cerah pula that why ambil Petal. Sangat ringan di applydi muka.sangat cantik utk limited edition denim ni😍 Recommend seller"
"e*****l",5,"Packaging:senang nak guna refill Usage Experience:long lasting kat kulit dan sesuai utk kulit combo User Tips:tak perlu guna banyak, pakai kat kulit sikit2  Memang long lasting dan harga memang murah. Delivery pun pantas. Sesuai utk kulit combo dan tak berminyak."
"wu1_xxyavi",5,"Packaging: nice Usage Experience: I love it 😍 User Tips:   Thank you so much seller . So fast delivery . Actually this not my first time using this product . I really love skintific product ."
"a*****6",5,"The shipping was very fast, and the packaging was excellent. Haven't tried it yet."
"j*****7",5,"Thank u seller for the well wrapped 👍🏻👍🏻👍🏻👍🏻 & fast shipping"
"x*****1",5,"The items arrived safely Good product quality, good value for money"
"liyanahalib91",5,"Beauty Effect:Coverage effect Usage Experience:Ease for blend  Penghantaran pantas dan pembungkusan baik..beli masa live dpt murah sikit..first time nak guna produk ni dan hopefully sesuai dgn kulit muka"
"maimunahjohari",5,"Penghantaran cepat.murah beli time live.akan repeat lagi."
"dalieyna",5,"Usage Experience:easy to apply Packaging:beauty Benefits:best sgt matte cushion ni.. alhamdulillah sesuai dgn tone kulit saya... sesuai utk kulit saya yg berminyak... best 👍🏻👍🏻👍🏻"
"amalinaadlina",5,"Alhamdulillah...barang sampai dalam keadaan baik. Terima kasih seller. Skintific memang terbaikkkkk"
"n*****j",5,"good packaging, fast delivery & good quality product. very recommended"
"natasha0060",5,"User Tips:good Beauty Profile:good Usage Experience:good  Dh berpuluh kali repeat, yg ni pling ok dgn saya mmng glowing, tq ya cuma harga mcm mkin mahal"
"lsc225",5,"Beauty Effect:Very natural Usage Experience:Unexpected result, look natural and non sticky, feel comfort after use User Tips:Follow skintific sharing with apply matte sunscreen n follow by this matte cushion, really love the natural result n lasting for 12hours, also apply the serum spray, really best result.... Love it.. my 3rd time replenish stock,reasonable n worth for my daily use compare with big big brand..."
"hamisah.yunus",5,"Beauty Profile:Tak sure firts time try Benefits:In SyaAllah Packaging:Okey cantik kemas  Alhamdulillah perfect stay velvet dah selamat sayang Cantik sungguh pack yang jeans ni nampak exclusive Harap sesuai dengan kita Terima kasih seller sis beli Very recommed seller"
"r*****y",5,"Benefits:long lasting User Tips:dap pada muka Usage Experience:matte  Favorite cushion. Muka jenis oily ngam je pakai dgn saya. Warna nice dekat kulit. Tak buat becapuk"
"q*****a",5,"Beauty Effect:matte  Penghantaran yg pnts dr seller, Amik masa 2 hari je smlm beli harini smpai dh. Sy mmg suka cushion matte ni sesuai for my oily skin qnd blh tutup my acne and redness too. Shade pon mmg ngam dgn kulit that's why nmpk murah je terus grab walaupun yg lama x hbis lg😌😂."
"n*****s",5,"Packaging:packaging good Benefits:waterprof couchion Beauty Effect:coverage effect alhamdulillah sesuai dengan kulit"
"hakimiorigin",5,"Texture:Feel soft Coverage:Tahan lama  Diyakini original, barang semua cukup, packaging safe."
"o*****y",5,"Beauty Effect:matte Beauty Profile:suitable for combi to oily skin  Parcel arrived safely, fast delivery, good product worth with the price, next time boleh repeat lagi👍🏻"
"e*****a",5,"1st time trying, hopefully the color is suitable for the skin. Fast delivery and in good condition"
"hauramastura",5,"Refill senang dipasang, code Beige ngam dengan kulit saya. Matte finish dia tahan lama & tak cakey. Coverage pun nice, sesuai untuk daily use!"
"m*****0",5,"Packaging:terbaik User Tips:beli lagi Usage Experience:sangat cute boleh anak bawah pergi sekolah"
"p*****a",5,"Beauty Profile:oily skin preferable Usage Experience:easy to blend Packaging:cute, denim  idk for how many times ive repeated, it becomes my all day everyday foundation, i dont find anything else besides this anymore. also full coverage it what i love most about this foundation"
"emokookie",5,"Packaging:Cantik Beauty Profile:Skintone more to kuning langsat User Tips:Seller ship out laju! Order 10/10 dapat 11/10. Dah banyak kali repeat skintific. Kalini beli yang refill. So far sangat cantik hasil cushionnya. Tinggi juga coverage. Walaupun dah cuba banyak cushion, selalu akan kembali ke skintific. Korang boleh cuba!!"
"s*****e",5,"yeay dah sampai penghantaran lajuu, saya suka code petal sesuai dengan kulit saya"
"n*****3",5,"Packaging:Nice Benefits:matte fully cover Beauty Effect:sangat puas hati. boleh tutup cela di muka. tak nyesal beli in fact happy on how it function well!"
"r*****7",5,"User Tips:Convenient to use Usage Experience:Good Beauty Effect:Coverage effect is above my expectation.  Managed to grab the item at the cheap price. Really worth it and thank you for the fast delivery too."
"n*****h",5,"Packaging:Kemas Beauty Effect:Dia sesuai dng sia punya kulis Beauty Profile:mantap  Allahuu Akbar,. daridulu tukar tukar bedak sebab mahal oh ni .. tpi try beli arggg! saya akan ulang beli nnti"
"l*****w",5,"Coverage:full coverage Texture:cushion feel smooth, soft and easy to blend on skin  Received in good condition  Seller well wrapped  Water proof and look good on face"
"addawewit",5,"Benefits:taksure Usage Experience:baik Packaging:bagus  Penghantaran pantas packaging sgt bagus semoga dimurahkn rezeki sll tq yea maaf lambat review berbaloi beli sini murah harap serasi ngn kulit"
"s*****b",5,"Packaging:good User Tips:during live Usage Experience:sangat sangat best  Dah banyak kali repeat. Sesuai dengan muka. Tak rasa berat. Coverage sangat okay. Beli dalam live, harga tersangat2 murah berbanding drugstore."
"n*****4",5,"Coverage:similar to big one, just smaller and cuter Texture:mini, compact  Its so cute. Small and easy travel."
"minnietheng93",5,"Usage Experience:Good Packaging:Good Beauty Effect:Good  Fast ship out and received item in good condition 👍👍👍 Love skintific products ❤️"
"m*****d",5,"User Tips:best Usage Experience:best Beauty Profile:best  best pakai brand ni. tak tukar lain dah setakat ni la. dah banyak kali beli di kedai ni. nanti repeat order lagi kalau ada murah dan voucher . terima kasih seller"
"ctka8475",5,"Beauty Profile:fair and combination skin Usage Experience:gonna try Packaging:awesome  Been using the gold color cushion. Just give this one a try. Let’s see how it goes."
"nuruutikaa",5,"Usage Experience:ok Beauty Profile:ok Packaging:baik  Barang dh smpai , beli kod ivory sbb sblum ni bli petal mcm glp ng kulit muka , kod ni sesuai lh ,"
"i*****y",5,"Arrived in good condition  My favorite cushion so far Will buy again"
"a*****2",5,"Beauty Effect:almond Benefits:long last  Wow… barang baik kne beli gais.. tak cuba rugi lah.. Harga pon tak la mahal sgt sesuai la utk item yg berkualiti camni.. pakat2 try lah ye bru tau puas ati tak.."
"s*****s",5,"Item received in good condition. Fast delivery and well-packed. Quality is great, very satisfied with the purchase. Highly recommended seller! Thank you seller, love the item! Will repeat order again."
"n*****f",5,"Benefits:tak cakey, Beauty Effect:matte finish Packaging:cantik sebab ada kotak., sebelum ni refill takde kotak  Beli kat shopppe lagi murah than beautystore"
"s*****a",5,"Beauty Effect:Sangat berkesan Benefits:Waterproof Packaging:Good  Sangat full coverage..senang nak apply di muka..long lasting..pakai pagi boleh tahan lama sehingga ke petang..waterproof. kalau berpeluh pun tidak akan bercapuk.."
"marleesadania",5,"Beauty Effect:full coverage pigmentation Benefits:Lasting powder effect  Overall very satisfied n love this cushion matte skintific..Tq seller..good packaging ❤️❤️"
"fasyaa14a17a24",5,"Packaging:great Usage Experience:easy to use n carry Beauty Effect:natural full coverage  Fast delivery Long lasting Smooth finishing After compare few product i think scintific worl best with my skin"
"t*****n",5,"User Tips:Good and sturdy.. loved the design and colour.. value for money.. need to keep properly otherwise may change shape.. practical and usefull for travel."
"aleeya1994",5,"Thanks you barang selamat sampai.. mujo tak buang bekas dia, kalo tak rugi kena beli set😂"
"a*****s",5,"Benefits:waterproff Packaging:okeyy xde rosak xde kemik Beauty Profile:mengikut sama skin cuma cerah sikit but cntikk🩷  beli time promo dapat hrga murah 🥰"
"syimarose",5,"User Tips:ok Benefits:ok Beauty Profile:ok  Barang sampai dalam keadaan baik. Bungkusan barang kemas. Barang cantik sangat. Tapi salah kod la. Patut ambil kod 3. Kod 2 ni nampak putih sangat la."
