product,author,stars,sentiment,tags,free_text,clean_text,processed_text,tokens_lemma
cushion,a*****2,5,positive,"{'Packaging': 'good', 'Beauty Profile': 'combination skin', 'Benefits': 'long lasting, matte look and suitable for very quick make up'}","Beauty Profile:combination skin Benefits:long lasting, matte look and suitable for very quick make up",beauty profile combination skin benefits long lasting matte look and suitable for very quick make up,beauty profile combination skin benefit long lasting matte look suitable quick make,"['beauty', 'profile', 'combination', 'skin', 'benefit', 'long', 'lasting', 'matte', 'look', 'suitable', 'quick', 'make']"
cushion,j*****i,5,positive,"{'Packaging': 'good', 'Beauty Profile': 'good', 'Benefits': 'good'}",I Bought it last month and so far really love this item and super useful and really cute as well. Highly recommended for those who like cute item,i bought it last month and so far really love this item and super useful and really cute as well highly recommended for those who like cute item,last month far love super useful cute well highly recommended like cute,"['last', 'month', 'far', 'love', 'super', 'useful', 'cute', 'well', 'highly', 'recommended', 'like', 'cute']"
cushion,c*****a,5,positive,"{'Benefits': 'waterproof, blm lgi apply kat muka,butt this verry good to using', 'Usage Experience': 'textur nicee..', 'User Tips': 'sesui untuk di gnakan ke majlis² i lover😘'}","blm lgi apply kat muka,butt this verry good to using Usage Experience:textur nicee.. User Tips:sesui untuk di gnakan ke majlis² i lover😘",blm lgi apply kat muka butt this verry good to using usage experience textur nicee user tips sesui untuk di gnakan ke majlis i lover,blm lgi apply kat muka butt verry good usage experience textur nicee user tip sesui untuk gnakan majlis lover,"['blm', 'lgi', 'apply', 'kat', 'muka', 'butt', 'verry', 'good', 'usage', 'experience', 'textur', 'nicee', 'user', 'tip', 'sesui', 'untuk', 'gnakan', 'majlis', 'lover']"
cushion,c*****0,5,positive,"{'Usage Experience': 'matte finish,', 'Benefits': 'waterproof , long lasting  great coverage, a good product'}","great coverage, a good product",great coverage a good product,great coverage good,"['great', 'coverage', 'good']"
cushion,i*****b,5,positive,"{'User Tips': 'any time wear.', 'Usage Experience': 'high coverage, easy to carry, lightweight on skin', 'Benefits': 'matte skin after application  well wrapped & fast delivery. oily skin becomes matte after one touch.'}",well wrapped & fast delivery. oily skin becomes matte after one touch.,well wrapped oily skin becomes matte after one touch,well wrapped oily skin becomes matte touch,"['well', 'wrapped', 'oily', 'skin', 'becomes', 'matte', 'touch']"
cushion,c*****h,5,positive,{'good coverage Usage Experience': 'easy to apply & blend'},"My go to cushion foundation for daily use. However, this can finish very fast, very unlikely one can sustain for a month (based on my usage and experience). Medium to full coverage",my go to cushion foundation for daily use however this can finish very fast very unlikely one can sustain for a month based on my usage and experience medium to full coverage,cushion foundation daily however finish fast unlikely sustain month based usage experience medium full coverage,"['cushion', 'foundation', 'daily', 'however', 'finish', 'fast', 'unlikely', 'sustain', 'month', 'based', 'usage', 'experience', 'medium', 'full', 'coverage']"
cushion,mitchell74,5,positive,{},Fantastic service. The item is of great quality! Quick. The packaging was immensely wonderful.,fantastic service the item is of great quality quick the packaging was immensely wonderful,fantastic service great quality quick immensely wonderful,"['fantastic', 'service', 'great', 'quality', 'quick', 'immensely', 'wonderful']"
cushion,h*****e,5,positive,{'Secure packaging Beauty Effect': 'velvet matte  nice and good quality of product.'},nice and good quality of product.,nice and good quality of product,nice good quality,"['nice', 'good', 'quality']"
cushion,shairahsamsudin,5,positive,{},"Good service, good value for money and fast delivery. Packing super will buy agai",good value for money and packing super will buy agai,good value money packing super agai,"['good', 'value', 'money', 'packing', 'super', 'agai']"
cushion,u*****h,5,positive,"{'Benefits': 'it suits my skin so well', 'User Tips': 'i love how fast i can blend the foundation its soo good love i bought it for my birthday'}",suits my skin so well User Tips:i love how fast i can blend the foundation its soo good love i bought it for my birthday AHHAHHAA it worth itt🥰,suits my skin so well user tips i love how fast i can blend the foundation its soo good love i bought it for my birthday ahhahhaa it worth itt,suit skin well user tip love fast blend foundation soo good love birthday ahhahhaa worth itt,"['suit', 'skin', 'well', 'user', 'tip', 'love', 'fast', 'blend', 'foundation', 'soo', 'good', 'love', 'birthday', 'ahhahhaa', 'worth', 'itt']"
cushion,w*****3,5,positive,"{'Beauty Effect': 'matt,', 'Glow Packaging': 'gojez', 'User Tips': 'use beauty blender'}",Good value for money  Good product quality  Excellent service by seller  Tq,good value for money good product quality excellent service by seller tq,good value money good quality excellent service,"['good', 'value', 'money', 'good', 'quality', 'excellent', 'service']"
cushion,ikhlas.outfit,5,positive,{},Item received in good condition with super fast delivery. 3rd time repeat the sunscreen & 1st time want to try the jeans cushion petal. It's really lightweight & full coverage. I really love it! 👍👍,in good condition with super rd time repeat the sunscreen st time want to try the jeans cushion petal it s really lightweight full coverage i really love it,good condition super repeat sunscreen want try jean cushion petal lightweight full coverage love,"['good', 'condition', 'super', 'repeat', 'sunscreen', 'want', 'try', 'jean', 'cushion', 'petal', 'lightweight', 'full', 'coverage', 'love']"
cushion,noctevolant,5,positive,{},Finally succumbed to the ongoing live sales. I must say the packaging is nice too.,finally succumbed to the ongoing live sales i must say the too,finally succumbed ongoing live sale must say,"['finally', 'succumbed', 'ongoing', 'live', 'sale', 'must', 'say']"
cushion,3*****o,5,positive,"{'Beauty Effect': 'full coverage', 'Packaging': 'shiny cover', 'Beauty Profile': 'oily/normal'}",Received in good condition,received in good condition,good condition,"['good', 'condition']"
cushion,i*****7,5,positive,"{'Benefits': 'good for oily face  love the fast delivery, good service and quality product.'}","love the fast delivery, good service and quality product.",love the and quality product,love quality,"['love', 'quality']"
cushion,m*****z,5,positive,{},Item received in good condition. Quick delivery. Worth the price. It’s my 4th cushion. Recommended,in good condition worth the price it s my th cushion recommended,good condition worth cushion recommended,"['good', 'condition', 'worth', 'cushion', 'recommended']"
cushion,z*****9,5,positive,{},"Good product quality, Good value for money, Fast delivery, Excellent service by seller.",good product quality good value for money excellent service by seller,good quality good value money excellent service,"['good', 'quality', 'good', 'value', 'money', 'excellent', 'service']"
cushion,naimatulzaty1991,5,positive,"{'Benefits': 'long lasting', 'Usage Experience': 'best pakai ..x crack', 'Beauty Effect': 'matte..'}",The best cushion ever,the best cushion ever,best cushion ever,"['best', 'cushion', 'ever']"
cushion,waniejud,5,positive,"{'Usage Experience': 'easy to blend,not cracking even berpeluh teruk', 'Beauty Profile': 'look smooth', 'Benefits': 'waterproof,look so smooth on my skin'}","to blend,not cracking even berpeluh teruk Beauty Profile:look smooth Benefits:waterproof,look so smooth on my skin",to blend not cracking even berpeluh teruk beauty profile look smooth benefits waterproof look so smooth on my skin,blend cracking berpeluh teruk beauty profile look smooth benefit waterproof look smooth skin,"['blend', 'cracking', 'berpeluh', 'teruk', 'beauty', 'profile', 'look', 'smooth', 'benefit', 'waterproof', 'look', 'smooth', 'skin']"
cushion,i*****n,5,positive,{},fast delivery. nice color for someone with medium tone skin. suitable for daily use,nice color for someone with medium tone skin suitable for daily use,nice color someone medium tone skin suitable daily,"['nice', 'color', 'someone', 'medium', 'tone', 'skin', 'suitable', 'daily']"
cushion,m*****4,5,positive,"{'Beauty Profile': 'pigmentation', 'User Tips': 'good cover up', 'Benefits': 'long lasting'}",Repeat order.  Received in good condition.  Delivered fast,repeat order received in good condition delivered fast,repeat good condition delivered fast,"['repeat', 'good', 'condition', 'delivered', 'fast']"
cushion,khoirunnisa5668,5,positive,{},"Thank you seller, the powder have a nice texture, it compatible with my face, worth spending money on it, love the discount offered.",the powder have a nice texture it compatible with my face worth spending money on it love the discount offered,powder nice texture compatible face worth spending money love discount offered,"['powder', 'nice', 'texture', 'compatible', 'face', 'worth', 'spending', 'money', 'love', 'discount', 'offered']"
cushion,n*****3,5,positive,{},"Item as ordered.. Packing dgn baik.. Good product quality, good value for money, fast delivery & excellent service by seller.. Boleh repeat order lg dgn seller ni.. Recommended..   👍",item as ordered packing dgn baik good product quality good value for money excellent service by seller boleh repeat order lg dgn seller ni recommended,ordered packing dgn baik good quality good value money excellent service boleh repeat dgn recommended,"['ordered', 'packing', 'dgn', 'baik', 'good', 'quality', 'good', 'value', 'money', 'excellent', 'service', 'boleh', 'repeat', 'dgn', 'recommended']"
cushion,h*****n,5,positive,{},"🌟 Absolutely love this SKINTIFIC cushion foundation! 🌟 The packaging is super stylish with a unique denim design — really stands out! The formula goes on smooth and blends beautifully into the skin without caking. It gives a nice velvety matte finish without feeling dry, and the coverage is just right. Lasts all day with minimal touch-ups. Definitely a new staple in my makeup routine! 💙✨",absolutely love this skintific cushion foundation the packaging is super stylish with a unique denim design really stands out the formula goes on smooth and blends beautifully into the skin without caking it gives a nice velvety matte finish without feeling dry and the coverage is just right lasts all day with minimal touch ups definitely a new staple in my makeup routine,absolutely love cushion foundation super stylish unique denim design stand formula go smooth blend beautifully skin without caking give nice velvety matte finish without feeling dry coverage right last day minimal touch ups definitely new staple makeup routine,"['absolutely', 'love', 'cushion', 'foundation', 'super', 'stylish', 'unique', 'denim', 'design', 'stand', 'formula', 'go', 'smooth', 'blend', 'beautifully', 'skin', 'without', 'caking', 'give', 'nice', 'velvety', 'matte', 'finish', 'without', 'feeling', 'dry', 'coverage', 'right', 'last', 'day', 'minimal', 'touch', 'ups', 'definitely', 'new', 'staple', 'makeup', 'routine']"
cushion,j*****9,5,positive,{},Received the item in good condition.... Good value for money... Good product quality,received the item in good condition good value for money good product quality,good condition good value money good quality,"['good', 'condition', 'good', 'value', 'money', 'good', 'quality']"
cushion,y*****n,5,positive,{},A bit sloww delivery received after few days thank you seller received in good condition,a bit sloww delivery received after few days received in good condition,bit sloww day good condition,"['bit', 'sloww', 'day', 'good', 'condition']"
cushion,h*****a,5,positive,{'Benefits': 'oil control effect  3rd time purchased the product.'},"3rd time purchased the product. Loved the skin tone colors, good absorption for oil skin combination",rd time purchased the product loved the skin tone colors good absorption for oil skin combination,purchased loved skin tone color good absorption oil skin combination,"['purchased', 'loved', 'skin', 'tone', 'color', 'good', 'absorption', 'oil', 'skin', 'combination']"
cushion,0bswxvkwsq,5,positive,{},"Barang sampai dengan selamat, nice packaging, good services by seller",barang sampai dengan selamat nice packaging s by seller,barang sampai dengan selamat nice,"['barang', 'sampai', 'dengan', 'selamat', 'nice']"
cushion,n*****a,5,positive,{},packed Usage Experience:Cheaper than retail store during sale Beauty Profile:Perfect,packed usage experience cheaper than retail store during sale beauty profile perfect,packed usage experience cheaper retail store sale beauty profile perfect,"['packed', 'usage', 'experience', 'cheaper', 'retail', 'store', 'sale', 'beauty', 'profile', 'perfect']"
cushion,sabreena.s,5,positive,{'Beauty Effect': 'cantik sangat coverage and light feel'},"Good material. Good service. Fast delivery. Thank you seller. For those who interested w Frozen Marinated Lamb Shoulder, Marinated Beef Tenderloin, Marinated Chicken Chop, Marinated Korean Chicken Wing and Lamb Sausage please visit IG/FB MaluraFoods",good material for those who interested w frozen marinated lamb shoulder marinated beef tenderloin marinated chicken chop marinated korean chicken wing and lamb sausage please visit ig fb malurafoods,good material interested frozen marinated lamb shoulder marinated beef tenderloin marinated chicken chop marinated korean chicken wing lamb sausage please visit malurafoods,"['good', 'material', 'interested', 'frozen', 'marinated', 'lamb', 'shoulder', 'marinated', 'beef', 'tenderloin', 'marinated', 'chicken', 'chop', 'marinated', 'korean', 'chicken', 'wing', 'lamb', 'sausage', 'please', 'visit', 'malurafoods']"
cushion,niknajihah01,5,positive,"{'Tan Skin with combination User Tips': 'use the ‘dap’ technique when use sponge', 'Packaging': 'safe and hygene'}",Received in good condition. Before this i just used the gold in code petal and i want to try this new version with same code. i think its just nice and just same. Thank you so much.,received in good condition before this i just used the gold in code petal and i want to try this new version with same code i think its just nice and just same thank you so much,good condition gold code petal want try new version code think nice,"['good', 'condition', 'gold', 'code', 'petal', 'want', 'try', 'new', 'version', 'code', 'think', 'nice']"
cushion,i*****i,5,positive,"{'Quality': '', 'Overall': ''}",Good Service   ✔️ Item Good Condition  ✔️ Packaging 💯 Secured  ✔️ Fast Delivery  ✔️ Trusted Seller   •  •  • Recommended seller.,item good condition packaging secured trusted seller recommended seller,good condition secured trusted recommended,"['good', 'condition', 'secured', 'trusted', 'recommended']"
cushion,s*****i,5,positive,"{'Beauty Profile': '37 yr old, tanned skin, dry skin', 'Packaging': 'good', 'User Tips': '2nd time buy for different tone.'}","yr old, tanned skin, dry skin Packaging:good User Tips:2nd time buy for different tone. Just use for 1 month. Looks good. Pakcaging and delivery good. Thank you",yr old tanned skin dry skin packaging good user tips nd time buy for different tone just use for month looks good pakcaging and delivery good thank you,old tanned skin dry skin good user tip different tone month look good pakcaging good,"['old', 'tanned', 'skin', 'dry', 'skin', 'good', 'user', 'tip', 'different', 'tone', 'month', 'look', 'good', 'pakcaging', 'good']"
cushion,crystalliew1998,5,positive,"{'Benefits': 'oil control', 'Beauty Effect': 'matt and natural'}",So pretty 😍 like it so much 🥰 received in good condition 💯 fast delivery 🚚,so pretty like it so much received in good condition,pretty like good condition,"['pretty', 'like', 'good', 'condition']"
cushion,k*****v,5,positive,"{'Packaging': 'nice', 'Beauty Profile': 'refreshing', 'Usage Experience': 'exquisite'}",The air cushion has a very nice texture and the puff is very soft. It's awesome.,the air cushion has a very nice texture and the puff is very soft it s awesome,air cushion nice texture puff soft awesome,"['air', 'cushion', 'nice', 'texture', 'puff', 'soft', 'awesome']"
cushion,e*****o,5,positive,{},Arrived safely and in a good condition and fast shipping too 👍,arrived safely and in a good condition and fast shipping too,arrived safely good condition fast shipping,"['arrived', 'safely', 'good', 'condition', 'fast', 'shipping']"
cushion,s*****n,5,positive,"{'Beauty Profile': 'medium, acne prone, warm undertone', 'Benefits': 'control oil, medium coverage', 'Usage Experience': 'lasting all day, minimal crack'}","Matte finishing that good for oily skin type, even walking all day long under sun the foundation still stay and slay until night, easy apply dan feels light on skin",matte finishing that good for oily skin type even walking all day long under sun the foundation still stay and slay until night easy apply dan feels light on skin,matte finishing good oily skin type walking day long sun foundation stay slay night easy apply dan feel light skin,"['matte', 'finishing', 'good', 'oily', 'skin', 'type', 'walking', 'day', 'long', 'sun', 'foundation', 'stay', 'slay', 'night', 'easy', 'apply', 'dan', 'feel', 'light', 'skin']"
cushion,nrulaskn,5,positive,{},This shade is really suits my skin!! The amount of foundation was full. Recommended to all oily skin.,this shade is really suits my skin the amount of foundation was full recommended to all oily skin,shade suit skin amount foundation full recommended oily skin,"['shade', 'suit', 'skin', 'amount', 'foundation', 'full', 'recommended', 'oily', 'skin']"
cushion,a*****_,5,positive,{},"MY FACE IS VERY OILY, BUT WHEN I USE THIS I BECOME LESS OILY BUT THE OIL IS STILL THERE 😆 I LOVE THE COVERAGE! VERY FRIENDLY TO ACNE PRONE SKIN USER AND OILY USER",my face is very oily but when i use this i become less oily but the oil is still there i love the coverage very friendly to acne prone skin user and oily user,face oily become less oily oil love coverage friendly acne prone skin user oily user,"['face', 'oily', 'become', 'less', 'oily', 'oil', 'love', 'coverage', 'friendly', 'acne', 'prone', 'skin', 'user', 'oily', 'user']"
cushion,i*****1,5,positive,"{'Beauty Profile': 'blend well', 'Beauty Effect': 'matte', 'Benefits': 'oil control effect'}",Always repeat this brand excellence product quality secured packaging fast delivery,always repeat this brand excellence product quality secured packaging,always repeat brand excellence quality secured,"['always', 'repeat', 'brand', 'excellence', 'quality', 'secured']"
cushion,n*****3,5,positive,{},Fast delivery 🚚  Good value for money 💴  Item is wrapped nicely 📦 Thank you seller 🌹,good value for money item is wrapped nicely,good value money wrapped nicely,"['good', 'value', 'money', 'wrapped', 'nicely']"
cushion,a*****8,5,positive,"{'Usage Experience': 'nice', 'Beauty Effect': 'smooth', 'User Tips': 'dap dap n dont forget using protection first for face'}",Beauty Effect:smooth User Tips:dap dap n dont forget using protection first for face,beauty effect smooth user tips dap dap n dont forget using protection first for face,beauty effect smooth user tip dap dap dont forget protection face,"['beauty', 'effect', 'smooth', 'user', 'tip', 'dap', 'dap', 'dont', 'forget', 'protection', 'face']"
cushion,d*****8,5,positive,{},"Good products, repurchase many times, fast delivery with bubble wrapped",good products repurchase many times with bubble wrapped,good product repurchase many time bubble wrapped,"['good', 'product', 'repurchase', 'many', 'time', 'bubble', 'wrapped']"
cushion,r*****9,5,positive,"{'Beauty Effect': 'smooth cover/ easy to apply /', 'Beauty Profile': 'perfect cover', 'Packaging': 'nice packaging'}",Recieve in a good condition…my fav product skintific.. smooth coverage so easy to apply..,recieve in a good condition my fav product skintific smooth coverage so easy to apply,recieve good condition fav smooth coverage easy apply,"['recieve', 'good', 'condition', 'fav', 'smooth', 'coverage', 'easy', 'apply']"
cushion,d*****t,5,positive,"{'Usage Experience': 'terbaikk', 'Packaging': '⭐️⭐️⭐️⭐️⭐️', 'Benefits': '⭐️⭐️⭐️⭐️  easy to apply and if you tak pakai powder pun dah ok since this cushion give a matte finished 😍 definitely will repeat again!!'}",easy to apply and if you tak pakai powder pun dah ok since this cushion give a matte finished 😍 definitely will repeat again!!,easy to apply and if you tak pakai powder pun dah ok since this cushion give a matte finished definitely will repeat again,easy apply tak pakai powder pun dah since cushion give matte finished definitely repeat,"['easy', 'apply', 'tak', 'pakai', 'powder', 'pun', 'dah', 'since', 'cushion', 'give', 'matte', 'finished', 'definitely', 'repeat']"
cushion,m*****3,5,positive,"{'Packaging': 'good packaging', 'Usage Experience': 'suitable for all skin type', 'Benefits': 'long lasting almost 8 hours'}","Before this I try cover all perfect cushion, but not full coverage. I try perfect stay velvet cushion suitable for me, cover the pores and long lasting. Im not sure for those is same to me or what. So I fall in love this cushion 🩷",before this i try cover all perfect cushion but not full coverage i try perfect stay velvet cushion suitable for me cover the pores and long lasting im not sure for those is same to me or what so i fall in love this cushion,try cover perfect cushion full coverage try perfect stay velvet cushion suitable cover pore long lasting sure fall love cushion,"['try', 'cover', 'perfect', 'cushion', 'full', 'coverage', 'try', 'perfect', 'stay', 'velvet', 'cushion', 'suitable', 'cover', 'pore', 'long', 'lasting', 'sure', 'fall', 'love', 'cushion']"
cushion,n*****n,5,positive,{},"Good coverage even though i used it everyday.. the cusion feels smooth and blends easily on my skin, long lasting and oxidise",good coverage even though i used it everyday the cusion feels smooth and blends easily on my skin long lasting and oxidise,good coverage though everyday cusion feel smooth blend easily skin long lasting oxidise,"['good', 'coverage', 'though', 'everyday', 'cusion', 'feel', 'smooth', 'blend', 'easily', 'skin', 'long', 'lasting', 'oxidise']"
cushion,s*****6,5,positive,"{'Benefits': 'waterproof', 'Packaging': 'bubblepack', 'User Tips': 'full coverage'}",Fast delivery. Ordered online yesterday received today. Purchase the Beige Velvet Matte Cushion by mistake. I'm use to the Beige Compact powder but I will try 1st using this cushion. Will purchase again the compact powder.,ordered online yesterday received today purchase the beige velvet matte cushion by mistake i m use to the beige compact powder but i will try st using this cushion will purchase again the compact powder,ordered online yesterday today beige velvet matte cushion mistake beige compact powder try cushion compact powder,"['ordered', 'online', 'yesterday', 'today', 'beige', 'velvet', 'matte', 'cushion', 'mistake', 'beige', 'compact', 'powder', 'try', 'cushion', 'compact', 'powder']"
cushion,g*****n,5,positive,"{'Coverage': 'the foundation covered 100% and non sticky stay on face till after work', 'Texture': 'soft smooth and easily to blend to my skin'}",Recommended item,recommended item,recommended,['recommended']
cushion,t*****6,5,positive,"{'Packaging': 'perfect', 'Beauty Profile': '30, dry skin', 'Beauty Effect': 'good cover for me !'}","It’s my first time trying Skintific! Unfortunately, the shade doesn’t match me well. I usually go for ivory shades from Korean brands, but this ivory turned out a bit too dark for me 🥺🥲 will buy another brighter colour next time .",it s my first time trying skintific unfortunately the shade doesn t match me well i usually go for ivory shades from korean brands but this ivory turned out a bit too dark for me will buy another brighter colour next time,trying unfortunately shade match well usually ivory shade korean brand ivory turned bit dark another brighter colour next,"['trying', 'unfortunately', 'shade', 'match', 'well', 'usually', 'ivory', 'shade', 'korean', 'brand', 'ivory', 'turned', 'bit', 'dark', 'another', 'brighter', 'colour', 'next']"
cushion,f*****h,5,positive,"{'User Tips': 'use after wash your face and after apply the toner moisturiser', 'Usage Experience': 'good blend..no cakey, not oily, flawless', 'Beauty Profile': 'female 32 years old, bright skin tone'}","Fast delivery, good product, excellent services",good product excellent services,good excellent service,"['good', 'excellent', 'service']"
cushion,d*****7,5,positive,{},Havent try yet not sure suitable or not.  Fast delivery,havent try yet not sure suitable or not,havent try yet sure suitable,"['havent', 'try', 'yet', 'sure', 'suitable']"
cushion,m*****1,5,positive,"{'Usage Experience': 'smooth and lightweight, fast absorption', 'Packaging': 'good'}","and lightweight, fast absorption Packaging:good",and lightweight fast absorption packaging good,lightweight fast absorption good,"['lightweight', 'fast', 'absorption', 'good']"
cushion,amiramohdzuki,5,positive,{},Use this quite a while and suits my skin..got on 10.10 & fast delivery,use this quite a while and suits my skin got on,quite suit skin,"['quite', 'suit', 'skin']"
cushion,r*****g,5,positive,{},Good quality fast delivery Second times bought this nice to use won’t feel oily after applied,good quality second times bought this nice to use won t feel oily after applied,good quality time nice feel oily applied,"['good', 'quality', 'time', 'nice', 'feel', 'oily', 'applied']"
cushion,m*****3,5,positive,{},Parcels received in good condition  Fast delivery  Good quality  Recommended,parcels received in good condition good quality recommended,parcel good condition good quality recommended,"['parcel', 'good', 'condition', 'good', 'quality', 'recommended']"
cushion,c*****4,5,positive,{'Usage Experience': 'look natural'},"Item received in good condition, suitable for my skin.",in good condition suitable for my skin,good condition suitable skin,"['good', 'condition', 'suitable', 'skin']"
cushion,n*****d,5,positive,"{'Usage Experience': '8 hours', 'Beauty Effect': 'matte', 'Beauty Profile': 'oily skin'}",Item received in good condition. Fast delivery. Recommended seller. Terbaik 👍🏻👍🏻👍🏻👍🏻 ⭐️⭐️⭐️⭐️⭐️,in good condition recommended seller terbaik,good condition recommended terbaik,"['good', 'condition', 'recommended', 'terbaik']"
cushion,q*****y,5,positive,{},Item received in good condition and fast delivery. Well packed.,in good condition and,good condition,"['good', 'condition']"
cushion,asnidamk70,5,positive,"{'Beauty Profile': 'normal skin', 'User Tips': 'mudah', 'Usage Experience': 'terbaik'}",Terima kasih seller.. received in good condition... Blh  repeat lg,terima kasih seller received in good condition blh repeat lg,terima kasih good condition blh repeat,"['terima', 'kasih', 'good', 'condition', 'blh', 'repeat']"
cushion,g*****a,5,positive,"{'Beauty Effect': 'full coverage,', 'Usage Experience': 'long lasting', 'Packaging': 'sleek'}","You have to buy 1 shade lighter, cuz the foundation easily oxidize. I used to buy shade vanilla, suited my skintone but then it turn a bit dark on my skin. However when i bought one shade lighter, gradually the colour will match my skin tone",you have to buy shade lighter cuz the foundation easily oxidize i used to buy shade vanilla suited my skintone but then it turn a bit dark on my skin however when i bought one shade lighter gradually the colour will match my skin tone,shade lighter cuz foundation easily oxidize shade vanilla suited skintone turn bit dark skin however shade lighter gradually colour match skin tone,"['shade', 'lighter', 'cuz', 'foundation', 'easily', 'oxidize', 'shade', 'vanilla', 'suited', 'skintone', 'turn', 'bit', 'dark', 'skin', 'however', 'shade', 'lighter', 'gradually', 'colour', 'match', 'skin', 'tone']"
cushion,f*****y,5,positive,{},"b4 this guna g2g punya cushion, but this time nak try skintific. delivery laju.",b this guna g g punya cushion but this time nak try skintific delivery laju,guna punya cushion nak try laju,"['guna', 'punya', 'cushion', 'nak', 'try', 'laju']"
cushion,switchcollection,5,positive,{},Delivery is Fast 👍🏻  Product no any detect 👍🏻 Packing very good 👌🏻 I feel i very lucky today🎊 have a nice day to u 👍🏻 Hope u business is booming 👍🏻,delivery is fast product no any detect packing very good i feel i very lucky today have a nice day to u hope u business is booming,fast detect packing good feel lucky today nice day hope business booming,"['fast', 'detect', 'packing', 'good', 'feel', 'lucky', 'today', 'nice', 'day', 'hope', 'business', 'booming']"
cushion,p*****6,5,positive,{},Nice design and color.perfect coverage to.cover flaws.gentle on skin,nice design and color perfect coverage to cover flaws gentle on skin,nice design color perfect coverage cover flaw gentle skin,"['nice', 'design', 'color', 'perfect', 'coverage', 'cover', 'flaw', 'gentle', 'skin']"
cushion,a*****2,5,positive,"{'Beauty Effect': 'good', 'User Tips': 'good', 'Benefits': 'good'}",Thank you seller.. Item received in a good condition.. Very satisfied and really recommended..,in a good condition very satisfied and really recommended,good condition satisfied recommended,"['good', 'condition', 'satisfied', 'recommended']"
cushion,shanxteh,5,positive,"{'User Tips': 'not tried yet', 'Packaging': 'good'}","tried yet Packaging:good Beauty Profile:Delivered within time frame. Appropriate packagings. Expiry all ok, 2027/2028, free gifts as stated. Never tried yet. Hopefully effective.",tried yet packaging good beauty profile delivered within time frame appropriate packagings expiry all ok free gifts as stated never tried yet hopefully effective,tried yet good beauty profile delivered within frame appropriate packaging expiry free gift stated never tried yet hopefully effective,"['tried', 'yet', 'good', 'beauty', 'profile', 'delivered', 'within', 'frame', 'appropriate', 'packaging', 'expiry', 'free', 'gift', 'stated', 'never', 'tried', 'yet', 'hopefully', 'effective']"
cushion,azufa20,5,positive,{'Good User Tips': 'dap dap dap'},Good quality.  I bought it using a voucher. It's worth the price.thank youuuu..,good quality i bought it using a voucher it s worth the price thank youuuu,good quality voucher worth youuuu,"['good', 'quality', 'voucher', 'worth', 'youuuu']"
cushion,curteh,5,positive,{},Buy many times .fast delivery buy it on 12/12 after two days arrived.,buy many times buy it on after two days arrived,many time day arrived,"['many', 'time', 'day', 'arrived']"
cushion,l*****j,5,positive,{},Early arrival. Packing was great. All items were in good condition.,early arrival packing was great all items were in good condition,early arrival packing great item good condition,"['early', 'arrival', 'packing', 'great', 'item', 'good', 'condition']"
cushion,j*****8,5,positive,"{'Beauty Profile': 'dull skin tone', 'User Tips': 'spray before and after make up', 'Benefits': 'looks good'}",Speedy delivery thank you,speedy delivery thank you,speedy,['speedy']
cushion,janetan1158,5,positive,{},"Received in good condition, this is my 3rd time using this matte cushion 🫶🏻 it’s really cover up my pigmentation and the color match to my skin tone…hope to have more promotions soon 👍",received in good condition this is my rd time using this matte cushion it s really cover up my pigmentation and the color match to my skin tone hope to have more promotions soon,good condition matte cushion cover pigmentation color match skin tone hope promotion soon,"['good', 'condition', 'matte', 'cushion', 'cover', 'pigmentation', 'color', 'match', 'skin', 'tone', 'hope', 'promotion', 'soon']"
cushion,rynmarinaa,5,positive,"{'Packaging': 'good', 'Beauty Profile': 'good'}","Items received and packed nicely. , fast delivery 😅 thank you seller 👍🏻  #MYShopeeCheck",items received and packed nicely myshopeecheck,item packed nicely myshopeecheck,"['item', 'packed', 'nicely', 'myshopeecheck']"
cushion,r*****2,5,positive,"{'Beauty Effect': 'matte finish suitable for sweaty type person', 'Benefits': 'waterproof n long lasting', 'Packaging': 'wide mirror is perfect'}","Has been using for a year, suit well",has been using for a year suit well,year suit well,"['year', 'suit', 'well']"
cushion,g*****y,5,positive,"{'Packaging': 'nice packaging', 'User Tips': 'good quality fast delivery altho ordered 01 vanilla came porcelain 00 but still luckily my skin can 00 porcelain'}",packaging User Tips:good quality fast delivery altho ordered 01 vanilla came porcelain 00 but still luckily my skin can 00 porcelain,packaging user tips good quality altho ordered vanilla came porcelain but still luckily my skin can porcelain,user tip good quality altho ordered vanilla came porcelain luckily skin porcelain,"['user', 'tip', 'good', 'quality', 'altho', 'ordered', 'vanilla', 'came', 'porcelain', 'luckily', 'skin', 'porcelain']"
cushion,k*****0,5,positive,{},Match my skin tone I really love it!!!,match my skin tone i really love it,match skin tone love,"['match', 'skin', 'tone', 'love']"
cushion,a*****l,5,positive,"{'Packaging': 'premium blue', 'Beauty Profile': 'oily skin n combine', 'Beauty Effect': 'matte n coverage on top'}","Well as i said, suit my combi to oily skin . Repeat idk da byk kli . Beli 1 tu, then worth my money buy the refill",well as i said suit my combi to oily skin repeat idk da byk kli beli tu then worth my money buy the refill,well said suit combi oily skin repeat idk byk kli beli worth money refill,"['well', 'said', 'suit', 'combi', 'oily', 'skin', 'repeat', 'idk', 'byk', 'kli', 'beli', 'worth', 'money', 'refill']"
